id,name
ldVKTsyoPN8,"Pre XDR TB, Total PDR TB, MDRTB_CF Z, MDRTB R, R+H+Z"
VqTsZn00Kng,"Pre XDR TB, Total PDR TB, MDRTB_CF Z, MDRTB R, R+H+Z"
QB4lq0004J7,"Pre XDR TB, Total PDR TB, MDRTB_CF Z, MDRTB R, Total MDR TB"
WsNoxuilUxt,"Pre XDR TB, Total PDR TB, MDRTB_CF Z, MDRTB R, Total MDR TB"
KLQonVmJ5qq,"Pre XDR TB, Total PDR TB, MDRTB_CF Z, R+H+E+S+Z, MDRTB R"
Qk0EcEazECP,"Pre XDR TB, Total PDR TB, MDRTB_CF Z, R+H+E+S+Z, MDRTB R"
gLpCE2tzy23,"Pre XDR TB, Total PDR TB, R+E+Z"
TGr49oHwBjo,"Pre XDR TB, Total PDR TB, R+E+Z"
RBm2LlZpW83,"Pre XDR TB, Total PDR TB, R+E+Z, E"
YGSFq3ZFmaw,"Pre XDR TB, Total PDR TB, R+E+Z, E+S+Z"
u4RROKOfYgq,"Pre XDR TB, Total PDR TB, R+E+Z, E+S+Z, R+H+E+S+Z"
FUJGFlW78iv,"Pre XDR TB, Total PDR TB, R+E+Z, E+S+Z, R+H+Z"
ZbhX9HTfaRK,"Pre XDR TB, Total PDR TB, R+E+Z, E+S+Z, Total MDR TB"
d13sV3wDDlf,"Pre XDR TB, Total PDR TB, R+E+Z, E, R+H+E+S+Z"
pTRWUv8ECRI,"Pre XDR TB, Total PDR TB, R+E+Z, E, R+H+E+S+Z"
MlJroibdKDf,"Pre XDR TB, Total PDR TB, R+E+Z, E, R+H+Z"
nIs5Mr371o4,"Pre XDR TB, Total PDR TB, R+E+Z, E, R+H+Z"
aSpTIWcz07r,"Pre XDR TB, Total PDR TB, R+E+Z, E, Total MDR TB"
uIQcJdXafLg,"Pre XDR TB, Total PDR TB, R+E+Z, E, Total MDR TB"
ulpm9uhH0jo,"Pre XDR TB, Total PDR TB, R+E+Z, H+E"
DhwfIUUkH2e,"Pre XDR TB, Total PDR TB, R+E+Z, H+E, R+H+Z"
dO1SBOvJILM,"Pre XDR TB, Total PDR TB, R+E+Z, H+E, Total MDR TB"
drzCLcIgosW,"Pre XDR TB, Total PDR TB, R+E+Z, H+Z"
bM16vMTfTKz,"Pre XDR TB, Total PDR TB, R+E+Z, H+Z, R+H+E+S+Z"
oIRZtuCt08K,"Pre XDR TB, Total PDR TB, R+E+Z, H+Z, R+H+Z"
SqsTBJFMwYu,"Pre XDR TB, Total PDR TB, R+E+Z, H+Z, Total MDR TB"
MqXQnFcU2O5,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB R"
dzivLSKWtdq,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB R, R+H+Z"
lUtKIiQJ6mN,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB R, Total MDR TB"
THYsc42qEx5,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB_CF Z"
FENLXiAixe7,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB_CF Z, R+H+E+S+Z"
rTqWpDkXrpN,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB_CF Z, R+H+E+S+Z"
JRXbtwuvepj,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB_CF Z, R+H+Z"
SYw7uLw1e3B,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB_CF Z, R+H+Z"
fbuM9Snq0nE,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB_CF Z, Total MDR TB"
mS6mrf46rqD,"Pre XDR TB, Total PDR TB, R+E+Z, MDRTB_CF Z, Total MDR TB"
a0vIi7OCJew,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z"
q3KgRvEBXSt,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z"
A7brqtjLcAQ,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z, H+E"
pIHkmH7NudX,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z, MDRTB R"
emZv7LTdIbQ,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z, R+H+Z"
ZW8hhg5oOt8,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z, Total DRTB cases"
vElRjaEiq7t,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z, Total MDR TB"
wfTLsBh8Qix,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+E+S+Z, XDR TB"
a0OjWz53wgV,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+Z"
NzrR2tTGUbP,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+Z"
uWwfIJW711d,"Pre XDR TB, Total PDR TB, R+E+Z, R+H+Z"
dvYpmeRkIql,"Pre XDR TB, Total PDR TB, R+E+Z, Total DRTB cases"
L3281tCoY5S,"Pre XDR TB, Total PDR TB, R+E+Z, Total DRTB cases, R+H+Z"
ChvYMMWtTWI,"Pre XDR TB, Total PDR TB, R+E+Z, Total DRTB cases, Total MDR TB"
eFSv7BUH4BL,"Pre XDR TB, Total PDR TB, R+E+Z, Total MDR TB"
IcGXhOZeNfD,"Pre XDR TB, Total PDR TB, R+E+Z, Total MDR TB"
ylRVCCRhUMU,"Pre XDR TB, Total PDR TB, R+E+Z, Total MDR TB"
Lmm9WW3wCat,"Pre XDR TB, Total PDR TB, R+E+Z, Total MDR TB, R+H+Z"
vPbiVDwqDHE,"Pre XDR TB, Total PDR TB, R+E+Z, Total Mono resistance"
eR8ziImfQdT,"Pre XDR TB, Total PDR TB, R+E+Z, Total Mono resistance, R+H+E+S+Z"
iaYwDhclLlB,"Pre XDR TB, Total PDR TB, R+E+Z, Total Mono resistance, R+H+E+S+Z"
k3dsA2NXVMz,"Pre XDR TB, Total PDR TB, R+E+Z, Total Mono resistance, R+H+Z"
UfmqCSoHpSX,"Pre XDR TB, Total PDR TB, R+E+Z, Total Mono resistance, R+H+Z"
ETtL83EwMQ3,"Pre XDR TB, Total PDR TB, R+E+Z, Total Mono resistance, Total MDR TB"
ZXdO8dyeR47,"Pre XDR TB, Total PDR TB, R+E+Z, Total Mono resistance, Total MDR TB"
U1tcnkYCajR,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR TB"
e8MlBWBhaFI,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR TB, R+H+E+S+Z"
ecLuPWx1XB9,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR TB, R+H+Z"
d9rUuVUEoTV,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR TB, Total MDR TB"
HvV0N7QbbL1,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR/MDR TB"
tu1b6L5tCMb,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR/MDR TB, R+H+E+S+Z"
NokAbstYrSQ,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR/MDR TB, R+H+Z"
MZvq0cSUQSZ,"Pre XDR TB, Total PDR TB, R+E+Z, Total RR/MDR TB, Total MDR TB"
q29TEKcbvd6,"Pre XDR TB, Total PDR TB, R+E+Z, Total XDR TB"
TwCvxX0qzOJ,"Pre XDR TB, Total PDR TB, R+E+Z, Total XDR TB, R+H+E+S+Z"
CYbTQbMEnwX,"Pre XDR TB, Total PDR TB, R+E+Z, Total XDR TB, R+H+Z"
b2A2cY0rfFV,"Pre XDR TB, Total PDR TB, R+E+Z, Total XDR TB, Total MDR TB"
AYT3PJkBk3H,"Pre XDR TB, Total PDR TB, R+E+Z, XDR TB"
yRIrjOhLvop,"Pre XDR TB, Total PDR TB, R+E+Z, XDR TB, R+H+Z"
TSH01tdPfSh,"Pre XDR TB, Total PDR TB, R+E+Z, XDR TB, Total MDR TB"
HSRx826U57Q,"Pre XDR TB, Total PDR TB, R+H+E+S+Z, MDRTB R"
mhbtv7BPlTQ,"Pre XDR TB, Total PDR TB, R+H+E+S+Z, MDRTB R"
KUuD3EJCJ4X,"Pre XDR TB, Total PDR TB, R+H+E+S+Z, MDRTB R, H+E"
EeareZadMpD,"Pre XDR TB, Total PDR TB, R+H+E+S+Z, MDRTB R, R+H+Z"
kpKqyGjQyS8,"Pre XDR TB, Total PDR TB, R+H+E+S+Z, MDRTB R, Total DRTB cases"
v9KPn6ia3F0,"Pre XDR TB, Total PDR TB, R+H+E+S+Z, MDRTB R, Total MDR TB"
VsdVQ1i3q78,"Pre XDR TB, Total PDR TB, R+H+E+S+Z, XDR TB, MDRTB R"
wOXFum5oIBK,"Pre XDR TB, Total PDR TB, R+H+E+Z, E, MDRTB R"
ltIGOhROd5w,"Pre XDR TB, Total PDR TB, R+H+E+Z, MDRTB_CF Z, MDRTB R"
bT6AU5yMwxQ,"Pre XDR TB, Total PDR TB, R+H+E+Z, R+E+Z, E"
hsXCgBnpXol,"Pre XDR TB, Total PDR TB, R+H+E+Z, R+E+Z, MDRTB_CF Z"
MVzCDmOfm8Y,"Pre XDR TB, Total PDR TB, R+H+E+Z, R+E+Z, Total Mono resistance"
L6qP5qthCiF,"Pre XDR TB, Total PDR TB, R+H+E+Z, R+Z, E"
WHD0mSlISJe,"Pre XDR TB, Total PDR TB, R+H+E+Z, R+Z, MDRTB_CF Z"
nkcDnqeKc05,"Pre XDR TB, Total PDR TB, R+H+E+Z, R+Z, Total Mono resistance"
BQve9lRZDyu,"Pre XDR TB, Total PDR TB, R+H+E+Z, Total Mono resistance, MDRTB R"
EXznaAXoEas,"Pre XDR TB, Total PDR TB, R+S+Z, MDRTB R"
cpdFU0Ek3vk,"Pre XDR TB, Total PDR TB, R+S+Z, MDRTB R, R+H+Z"
moUiUkipIHb,"Pre XDR TB, Total PDR TB, R+S+Z, MDRTB R, Total MDR TB"
elYuS60s9v7,"Pre XDR TB, Total PDR TB, R+S+Z, R+E+Z"
SD5KoAKJM0D,"Pre XDR TB, Total PDR TB, R+S+Z, R+E+Z, R+H+E+S+Z"
cEb0QntJCci,"Pre XDR TB, Total PDR TB, R+S+Z, R+E+Z, R+H+Z"
DOhRKAqtizD,"Pre XDR TB, Total PDR TB, R+S+Z, R+E+Z, Total MDR TB"
Qyc1ozim5Cj,"Pre XDR TB, Total PDR TB, R+S+Z, R+H+E+S+Z, MDRTB R"
WZrTY6Se47F,"Pre XDR TB, Total PDR TB, R+S+Z, R+Z"
R6LypeEqfUO,"Pre XDR TB, Total PDR TB, R+S+Z, R+Z, R+H+E+S+Z"
Fk0lV2hBr5u,"Pre XDR TB, Total PDR TB, R+S+Z, R+Z, R+H+Z"
oIrKfLnFsSw,"Pre XDR TB, Total PDR TB, R+S+Z, R+Z, Total MDR TB"
d1ZVA10k2cl,"Pre XDR TB, Total PDR TB, R+Z"
pV6Sh9kMU1v,"Pre XDR TB, Total PDR TB, R+Z"
SsgmeHcss9u,"Pre XDR TB, Total PDR TB, R+Z, E"
hLsUJtZ64Lp,"Pre XDR TB, Total PDR TB, R+Z, E+S+Z"
bth4ZOh88Qo,"Pre XDR TB, Total PDR TB, R+Z, E+S+Z, R+H+E+S+Z"
hUhlBZJNJ4g,"Pre XDR TB, Total PDR TB, R+Z, E+S+Z, R+H+Z"
whQaqCVxTdI,"Pre XDR TB, Total PDR TB, R+Z, E+S+Z, Total MDR TB"
MUFVjvsi9mB,"Pre XDR TB, Total PDR TB, R+Z, E, R+H+E+S+Z"
R48shhN2rzn,"Pre XDR TB, Total PDR TB, R+Z, E, R+H+E+S+Z"
jqZM5yaAzDU,"Pre XDR TB, Total PDR TB, R+Z, E, R+H+Z"
NYTMT7mzO2C,"Pre XDR TB, Total PDR TB, R+Z, E, R+H+Z"
bW3WnYw0fw6,"Pre XDR TB, Total PDR TB, R+Z, E, Total MDR TB"
ni0HxgK4f0O,"Pre XDR TB, Total PDR TB, R+Z, H+E"
zZ2BBiRYBwH,"Pre XDR TB, Total PDR TB, R+Z, H+E, R+H+Z"
ylEi8FsyHmM,"Pre XDR TB, Total PDR TB, R+Z, H+E, Total MDR TB"
Q7GfmqR557r,"Pre XDR TB, Total PDR TB, R+Z, H+Z"
sbIsYYKDyxf,"Pre XDR TB, Total PDR TB, R+Z, H+Z, R+H+E+S+Z"
vPtsfkTG2dU,"Pre XDR TB, Total PDR TB, R+Z, H+Z, R+H+Z"
omdgkjOkizS,"Pre XDR TB, Total PDR TB, R+Z, H+Z, Total MDR TB"
LjdGK18E2aD,"Pre XDR TB, Total PDR TB, R+Z, MDRTB R"
iul2e6XdTxq,"Pre XDR TB, Total PDR TB, R+Z, MDRTB R, R+H+Z"
Yp4b7LUAA2W,"Pre XDR TB, Total PDR TB, R+Z, MDRTB R, Total MDR TB"
WLkncvnmOu2,"Pre XDR TB, Total PDR TB, R+Z, MDRTB_CF Z"
L4K1Ec9PnCO,"Pre XDR TB, Total PDR TB, R+Z, MDRTB_CF Z, R+H+E+S+Z"
MTzijRFNWBb,"Pre XDR TB, Total PDR TB, R+Z, MDRTB_CF Z, R+H+E+S+Z"
bi5b2Xlgw68,"Pre XDR TB, Total PDR TB, R+Z, MDRTB_CF Z, R+H+Z"
TkTkmmS3LxU,"Pre XDR TB, Total PDR TB, R+Z, MDRTB_CF Z, R+H+Z"
LC8eKaXNkDT,"Pre XDR TB, Total PDR TB, R+Z, MDRTB_CF Z, Total MDR TB"
nrcSnd5buxC,"Pre XDR TB, Total PDR TB, R+Z, MDRTB_CF Z, Total MDR TB"
S3SDSeFVvJU,"Pre XDR TB, Total PDR TB, R+Z, R+E+Z"
uttjzZpkCqu,"Pre XDR TB, Total PDR TB, R+Z, R+E+Z, R+H+E+S+Z"
xR3i36K5pU0,"Pre XDR TB, Total PDR TB, R+Z, R+E+Z, R+H+Z"
ymVv28Q8R20,"Pre XDR TB, Total PDR TB, R+Z, R+E+Z, Total MDR TB"
ImmwaLF6kl7,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z"
NECs8VzH6od,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z"
NgrDvaFBex7,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z, H+E"
Ev5H79kbcIx,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z, MDRTB R"
JXwlhYu9c6a,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z, R+H+Z"
LJIQ2i0RedD,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z, Total DRTB cases"
TQrcW6SUOyY,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z, Total MDR TB"
E00OD2FThbP,"Pre XDR TB, Total PDR TB, R+Z, R+H+E+S+Z, XDR TB"
mYImEaHgNKp,"Pre XDR TB, Total PDR TB, R+Z, R+H+Z"
y2oUTn5Zdi4,"Pre XDR TB, Total PDR TB, R+Z, R+H+Z"
Y8FnqVFYGkm,"Pre XDR TB, Total PDR TB, R+Z, R+H+Z"
YHtkCtb1kHf,"Pre XDR TB, Total PDR TB, R+Z, Total DRTB cases"
ddv3gYu4JiR,"Pre XDR TB, Total PDR TB, R+Z, Total DRTB cases, R+H+Z"
kWOfaE06UEp,"Pre XDR TB, Total PDR TB, R+Z, Total DRTB cases, Total MDR TB"
f6OuIT62VMG,"Pre XDR TB, Total PDR TB, R+Z, Total MDR TB"
sktDZetAPzU,"Pre XDR TB, Total PDR TB, R+Z, Total MDR TB"
zLuP1k8Gr5d,"Pre XDR TB, Total PDR TB, R+Z, Total MDR TB"
g2ZFy3EgfOp,"Pre XDR TB, Total PDR TB, R+Z, Total MDR TB, R+H+Z"
DWyUFG4wOKF,"Pre XDR TB, Total PDR TB, R+Z, Total Mono resistance"
Aa0SUcg51Sd,"Pre XDR TB, Total PDR TB, R+Z, Total Mono resistance, R+H+E+S+Z"
L81cMaifh3w,"Pre XDR TB, Total PDR TB, R+Z, Total Mono resistance, R+H+E+S+Z"
bxv8BaVJoLx,"Pre XDR TB, Total PDR TB, R+Z, Total Mono resistance, R+H+Z"
gXNsnXn7fX3,"Pre XDR TB, Total PDR TB, R+Z, Total Mono resistance, R+H+Z"
DKVmmCgMZ12,"Pre XDR TB, Total PDR TB, R+Z, Total Mono resistance, Total MDR TB"
hudUWmgYM79,"Pre XDR TB, Total PDR TB, R+Z, Total Mono resistance, Total MDR TB"
ReZEvL3UmRF,"Pre XDR TB, Total PDR TB, R+Z, Total RR TB"
l6OUPjejzjG,"Pre XDR TB, Total PDR TB, R+Z, Total RR TB, R+H+E+S+Z"
qMRhbFvwuOP,"Pre XDR TB, Total PDR TB, R+Z, Total RR TB, R+H+Z"
F0MSUsHAIgn,"Pre XDR TB, Total PDR TB, R+Z, Total RR TB, Total MDR TB"
dUev4FmAhFj,"Pre XDR TB, Total PDR TB, R+Z, Total RR/MDR TB"
cwr8a8D8sFB,"Pre XDR TB, Total PDR TB, R+Z, Total RR/MDR TB, R+H+E+S+Z"
XQxGoGp56aA,"Pre XDR TB, Total PDR TB, R+Z, Total RR/MDR TB, R+H+Z"
BCvAqbcLDRU,"Pre XDR TB, Total PDR TB, R+Z, Total RR/MDR TB, Total MDR TB"
ru3W4GOh5ih,"Pre XDR TB, Total PDR TB, R+Z, Total XDR TB"
o5wddOu77my,"Pre XDR TB, Total PDR TB, R+Z, Total XDR TB, R+H+E+S+Z"
UIshcNKWQm1,"Pre XDR TB, Total PDR TB, R+Z, Total XDR TB, R+H+Z"
AO1MohXoh5O,"Pre XDR TB, Total PDR TB, R+Z, Total XDR TB, Total MDR TB"
IBcLlajW5Uv,"Pre XDR TB, Total PDR TB, R+Z, XDR TB"
sXDVD5u3bq8,"Pre XDR TB, Total PDR TB, R+Z, XDR TB, R+H+Z"
hpuA5GihO3l,"Pre XDR TB, Total PDR TB, R+Z, XDR TB, Total MDR TB"
kAH9RcfBhbQ,"Pre XDR TB, Total PDR TB, Total Mono resistance, MDRTB R"
NIvv7DIkj1q,"Pre XDR TB, Total PDR TB, Total Mono resistance, MDRTB R, R+H+Z"
St7OFZgVMBF,"Pre XDR TB, Total PDR TB, Total Mono resistance, MDRTB R, R+H+Z"
Hi7ge59GSGU,"Pre XDR TB, Total PDR TB, Total Mono resistance, MDRTB R, Total MDR TB"
NXW6CzoWCyA,"Pre XDR TB, Total PDR TB, Total Mono resistance, MDRTB R, Total MDR TB"
Fd9pAf9ZPe2,"Pre XDR TB, Total PDR TB, Total Mono resistance, R+H+E+S+Z, MDRTB R"
re2DQ7TbFLa,"Pre XDR TB, Total PDR TB, Total Mono resistance, R+H+E+S+Z, MDRTB R"
KESEdoILPMb,"Pre XDR TB, Total PDR TB, Total RR TB, MDRTB R"
lsYoA0JvBBw,"Pre XDR TB, Total PDR TB, Total RR TB, MDRTB R, R+H+Z"
kJk9lxGUtvv,"Pre XDR TB, Total PDR TB, Total RR TB, MDRTB R, Total MDR TB"
ajv45PSdhFO,"Pre XDR TB, Total PDR TB, Total RR TB, R+H+E+S+Z, MDRTB R"
z1vaZL7ne2t,"Pre XDR TB, Total PDR TB, Total RR/MDR TB, MDRTB R"
CEJiI6OPf5o,"Pre XDR TB, Total PDR TB, Total RR/MDR TB, MDRTB R, R+H+Z"
pTgSrDDBN5Q,"Pre XDR TB, Total PDR TB, Total RR/MDR TB, MDRTB R, Total MDR TB"
SdTHFsT7DvR,"Pre XDR TB, Total PDR TB, Total RR/MDR TB, R+H+E+S+Z, MDRTB R"
D471JLS3YLk,"Pre XDR TB, Total PDR TB, Total XDR TB, MDRTB R"
NxQWCWCcDaC,"Pre XDR TB, Total PDR TB, Total XDR TB, MDRTB R, R+H+Z"
zny1em3U6IU,"Pre XDR TB, Total PDR TB, Total XDR TB, MDRTB R, Total MDR TB"
wTboNyoX8JT,"Pre XDR TB, Total PDR TB, Total XDR TB, R+H+E+S+Z, MDRTB R"
rUyq9Yffk3P,"Pre XDR TB, Total PDR TB, XDR TB, MDRTB R"
xeyGexvZ53z,"Pre XDR TB, Total PDR TB, XDR TB, MDRTB R, R+H+Z"
kWN2umHftY0,"Pre XDR TB, Total PDR TB, XDR TB, MDRTB R, Total MDR TB"
hriiW9O7jGf,"Pre XDR TB, Total RR TB, E+S+Z, MDRTB R"
nVZBZ15t9v7,"Pre XDR TB, Total RR TB, E+S+Z, MDRTB R, R+H+Z"
t7wonAd5lqL,"Pre XDR TB, Total RR TB, E+S+Z, MDRTB R, Total MDR TB"
QGEgignOQjc,"Pre XDR TB, Total RR TB, E+S+Z, R+H+E+S+Z, MDRTB R"
gxJiING2GnY,"Pre XDR TB, Total RR TB, H+Z, MDRTB R"
rrnvuYI6iXg,"Pre XDR TB, Total RR TB, H+Z, MDRTB R, R+H+Z"
R78aTfWySKY,"Pre XDR TB, Total RR TB, H+Z, MDRTB R, Total MDR TB"
IUimWhglS2j,"Pre XDR TB, Total RR TB, H+Z, R+H+E+S+Z, MDRTB R"
xgbiIR55bj9,"Pre XDR TB, Total RR TB, MDRTB R, H+E"
Mxlgluenkqa,"Pre XDR TB, Total RR TB, MDRTB R, H+E, R+H+Z"
VRMQcdCXNJ1,"Pre XDR TB, Total RR TB, MDRTB R, H+E, Total MDR TB"
Pt5k50OkS56,"Pre XDR TB, Total RR TB, R+H+E+S+Z, MDRTB R, H+E"
MbAfCHoHaap,"Pre XDR TB, Total RR/MDR TB, E+S+Z, MDRTB R"
g7PTityBPLR,"Pre XDR TB, Total RR/MDR TB, E+S+Z, MDRTB R, R+H+Z"
rBc1MIkjiRO,"Pre XDR TB, Total RR/MDR TB, E+S+Z, MDRTB R, Total MDR TB"
uf2xv1UXiaT,"Pre XDR TB, Total RR/MDR TB, E+S+Z, R+H+E+S+Z, MDRTB R"
QX3zGcPesRE,"Pre XDR TB, Total RR/MDR TB, H+Z, MDRTB R"
gcmuEcnorTY,"Pre XDR TB, Total RR/MDR TB, H+Z, MDRTB R, R+H+Z"
ajkGfoWoTaP,"Pre XDR TB, Total RR/MDR TB, H+Z, MDRTB R, Total MDR TB"
V26CQfalZzy,"Pre XDR TB, Total RR/MDR TB, H+Z, R+H+E+S+Z, MDRTB R"
IZMoquRsDbj,"Pre XDR TB, Total RR/MDR TB, MDRTB R, H+E"
d51fVzi2YzT,"Pre XDR TB, Total RR/MDR TB, MDRTB R, H+E, R+H+Z"
IBwjZu4eq3j,"Pre XDR TB, Total RR/MDR TB, MDRTB R, H+E, Total MDR TB"
jSsTdlawRvT,"Pre XDR TB, Total RR/MDR TB, R+H+E+S+Z, MDRTB R, H+E"
kTTmDsN1OC8,"Pre XDR TB, Total XDR TB, E+S+Z, MDRTB R"
yN997if0tE5,"Pre XDR TB, Total XDR TB, E+S+Z, MDRTB R, R+H+Z"
AHvpYK3zbgY,"Pre XDR TB, Total XDR TB, E+S+Z, MDRTB R, Total MDR TB"
ti0sDHidS9i,"Pre XDR TB, Total XDR TB, E+S+Z, R+H+E+S+Z, MDRTB R"
bqsYn30yGNc,"Pre XDR TB, Total XDR TB, H+Z, MDRTB R"
OxvJlC3uEsV,"Pre XDR TB, Total XDR TB, H+Z, MDRTB R, R+H+Z"
PTvCkiQnqLO,"Pre XDR TB, Total XDR TB, H+Z, MDRTB R, Total MDR TB"
eIrExOl8y7U,"Pre XDR TB, Total XDR TB, H+Z, R+H+E+S+Z, MDRTB R"
dEyMItCpfXH,"Pre XDR TB, Total XDR TB, MDRTB R, H+E"
ixEIU1oABSH,"Pre XDR TB, Total XDR TB, MDRTB R, H+E, R+H+Z"
E2F6hAi8wjR,"Pre XDR TB, Total XDR TB, MDRTB R, H+E, Total MDR TB"
zp3BSyIcQCV,"Pre XDR TB, Total XDR TB, R+H+E+S+Z, MDRTB R, H+E"
Lo6iL0JxKDX,"Pre XDR TB, XDR TB, MDRTB R, H+E"
iRpg8qFWQa4,"Pre XDR TB, XDR TB, MDRTB R, H+E, R+H+Z"
rbJqi36Y0JD,"Pre XDR TB, XDR TB, MDRTB R, H+E, Total MDR TB"
ZKJeZrU3V7H,Pre-diabetes
gcVpRE03418,Precious Avenues Community Based Organization
gcVpRE03367,Precious Gathanji  Cbo
Fk2UJLufl1Q,Pregnant
T8KdwH3uitX,Pregnant
WYrm8bpi6sX,Pregnant
ELX9rT7wauT,Pregnant & Lactating mothers
RxueJ9pzyTM,Pregnant & Lactating mothers
chetecosqso,Pregnant (Positive)
eBlWi7yiJ5p,Pregnant (Positive)
IwBimOXxFhq,Pregnant (Positive)
mTpL9SdbUxz,Pregnant (Positive)
rLebEKvpMgw,Pregnant (Positive)
r0khqiadPHF,Pregnant/ Postnatal
OCuvoiJbDU3,Pregnant/Postnatal (Positive)
zQzcExWK35L,Pregnant/Postnatal (Positive)
GtWIibNqYgW,Pregnat Brothers
gcVpRE00639,Premier Youth Cbo
gcVpRE00337,Prestige Youth Organisation
lqSqLssuLJ9,Prevalence Public Sector
A0YdJYd1cgU,Prevalence Public+NGO
mUh8R4ByI5G,Previously treated (excluding relapse)
v00k2Vla7gU,Previously treated (excluding relapse)
G7luR3OjbVK,Previously treated history unknown
gcVpRE01999,Prida
SdokITRmqlF,Pride Peacock
gke3XxghgJ1,Primary
GLM34v2TtiU,Primary schools
HuAsSb38mWW,Primary schools
gcVpRE00529,Prince Community Learning Centre
S6VHLB1jg6R,Prisoners  Male
UkMrTOBjSck,Prisoners  Male
YDLVQfrKUf1,Prisoners  Male
d3OsEpfzcAM,Prisoners Female
vM2EdKOuJkY,Prisoners Female
ijv3FncNBKc,Private
ZVFEzDXoyp9,Private
ajKrpfgqQ9D,Private Sector
i1OxCg0FehR,Private Sector
b3ObaW60llo,Private Sector Hospital
ULWFX4p910n,Private Sector NGO
fBCjVdBj8cr,Private Sector Pharmacy
QrPOdCuF5xa,Private not for profit/faith based
yT6JPblOtrZ,"Private, Issued"
jgiXu0g73oD,"Private, Requested"
S2NRHErzmd1,Proffessional Support Group
gcVpRE02044,Program For Hiv/Aids Environmental Conservation
gcVpRE00201,Programme Against Malnutrition
gcVpRE00530,Progressive Environmental Concern Group (Precog)
iy8eXFEIvbI,Progressive Youth CBO
YlslKvqFNVL,Progressive Youth Cbo
Q0nVZM0tSIn,Prospective Care & Support For Orphans Org
gcVpRE00105,Prospective Care And Support
UlbSaNRFanH,Prospective Care And Support
fJUxwpqCQHM,Protestants/other Christians
V2w3QmMQLqO,Proteus spp
viOcMdrVjpY,Proteus spp
gcVpRE00098,Providence Whole Care International
NxOg2qQQfS2,Prudence women group
JJiAzS0IIqi,Pseudomonas Spp
R8RyDGO7JDz,Psychiatric Cases
XdIH4R5lN1o,Public
gcVpRE00007,Public Initiative For Empowerment & Development
EuSEW38AKGb,Public Sector
gcVpRE00293,Pumwani Health Aid Organization
pldW7c4nnNK,Pundo Youth Group
WUayuRGpfGn,Pus Swab
gcVpRE00767,Pusu Women Group
xp9OJZGm7S8,PvERS_Adolescent
YB86GwI0Xwk,PvERS_Adult
AjVBULP0Qz9,PvERS_Child
D1wVwZpCZxk,PvERS_Elderly
uZJ1ke751Tr,PvERS_Infant
GIn7lBrO466,PvERS_Neonate
t3ruNc659JN,Pwani Health Workers Hiv Network (Phwhn)
qnWhknfc87C,Pwani Youth Network Cbo
btFF4laYrIp,QA/QC and repeat testing
e7jawpJWRYl,QA/QC and repeat testing
rymgLoSYdGo,QUARRY YOUTH GROUP
gcVpRE02394,Qahira Sacco
gcVpRE02308,Qalanqalesa Jubilee Farmers Group
dtfxJ2FXr0r,Qamar Duale Group
gcVpRE02293,Qarsa Development Organization
gcVpRE01997,Qilta Korma Chws
jz1PLw2gOtz,Qone Youth Group
gcVpRE02316,Qoradalach Hiv/Aids Support Group
gcVpRE01991,Qote Bulla Self Help Group
jBTF1lOC6zC,Qty < 6mths to expiry
BR4MgCBshnJ,Qty Available
gckwIUKz3oA,Qty Expiring over the next 6 months
oMo9pcmoDEr,Qty Expiring over the next 6 months
jNsQ5784tft,Qty Functional
nReVdVSHWUd,Qty Issued
